name,detector type,wavelength units,central wavelength,pivot wavelength,effective wavelength,Vega mag,Vega flux,Vega Jy,AB mag,AB flux,AB Jy,ST mag,ST flux,ST Jy
GaiaDR2_weiler_BPbright,photon,nm,516.469,509.180,4912.871,20.97403,4.0774e-09,35.262,20.94230,4.1983e-09,36.308,21.10000,3.6308e-09,31.399
GaiaDR2_weiler_BPfaint,photon,nm,511.777,503.849,4851.969,20.96005,4.1303e-09,34.975,20.91945,4.2876e-09,36.308,21.10000,3.6308e-09,30.745
GaiaDR2_weiler_G,photon,nm,639.736,622.878,5550.601,21.49910,2.514e-09,32.534,21.37996,2.8055e-09,36.308,21.10000,3.6308e-09,46.988
GaiaDR2_weiler_RP,photon,nm,783.046,777.495,7523.200,22.23660,1.2746e-09,25.7,21.86144,1.8006e-09,36.308,21.10000,3.6308e-09,73.211
GaiaDR2v2_BP,photon,nm,512.897,504.862,4895.334,20.98536,4.0351e-09,34.307,20.92381,4.2705e-09,36.308,21.10000,3.6308e-09,30.869
GaiaDR2v2_G,photon,nm,642.493,624.676,5545.644,21.50742,2.4948e-09,32.473,21.38622,2.7894e-09,36.308,21.10000,3.6308e-09,47.26
GaiaDR2v2_RP,photon,nm,779.919,774.087,7481.400,22.22051,1.2936e-09,25.856,21.85190,1.8165e-09,36.308,21.10000,3.6308e-09,72.57
Gaia_BP,photon,nm,520.126,513.385,4938.543,20.97231,4.0839e-09,35.904,20.96016,4.1299e-09,36.308,21.10000,3.6308e-09,31.92
Gaia_G,photon,nm,641.860,625.621,5592.158,21.50763,2.4943e-09,32.565,21.38950,2.781e-09,36.308,21.10000,3.6308e-09,47.403
Gaia_MAW_BP_bright,photon,nanometer,518.864,511.715,4923.838,20.97522,4.073e-09,35.575,20.95309,4.1568e-09,36.308,21.10000,3.6308e-09,31.713
Gaia_MAW_BP_faint,photon,nanometer,511.655,503.740,4855.950,20.96267,4.1203e-09,34.876,20.91898,4.2895e-09,36.308,21.10000,3.6308e-09,30.732
Gaia_MAW_G,photon,nanometer,639.774,622.936,5563.213,21.50540,2.4994e-09,32.353,21.38017,2.805e-09,36.308,21.10000,3.6308e-09,46.997
Gaia_MAW_RP,photon,nanometer,781.130,775.207,7489.235,22.22439,1.289e-09,25.838,21.85504,1.8113e-09,36.308,21.10000,3.6308e-09,72.78
Gaia_RP,photon,nm,788.915,783.598,7601.265,22.26331,1.2436e-09,25.471,21.87841,1.7727e-09,36.308,21.10000,3.6308e-09,74.365
Gaia_rvs,photon,nm,860.375,860.334,8599.882,22.62277,8.9308e-10,22.05,22.08128,1.4706e-09,36.308,21.10000,3.6308e-09,89.642
HERSCHEL_PACS_BLUE,photon,AA,719334.161,715414.931,689247.297,40.82294,4.6862e-17,0.80005,31.68074,2.1267e-13,3630.8,21.10000,3.6308e-09,6.1986e+07
HERSCHEL_PACS_GREEN,photon,AA,1026174.164,1020073.134,979034.877,42.36816,1.1291e-17,0.3919,32.45110,1.0461e-13,3630.8,21.10000,3.6308e-09,1.2602e+08
HERSCHEL_PACS_RED,photon,AA,1671354.805,1653561.821,1539442.422,44.44139,1.6728e-18,0.15257,33.50005,3.9809e-14,3630.8,21.10000,3.6308e-09,3.3115e+08
HERSCHEL_SPIRE_PLW,photon,AA,5116044.871,5078435.227,nan,inf,0,0,35.93660,4.2205e-15,3630.8,21.10000,3.6308e-09,3.1235e+09
HERSCHEL_SPIRE_PLW_EXT,photon,AA,5266019.933,5228537.901,nan,inf,0,0,35.99985,3.9816e-15,3630.8,21.10000,3.6308e-09,3.3109e+09
HERSCHEL_SPIRE_PMW,photon,AA,3528320.433,3513680.785,2945574.880,47.06958,1.4865e-19,0.061217,35.13676,8.8165e-15,3630.8,21.10000,3.6308e-09,1.4952e+09
HERSCHEL_SPIRE_PSW,photon,AA,2515000.130,2504291.502,2428026.020,46.31312,2.9837e-19,0.062417,34.40137,1.7356e-14,3630.8,21.10000,3.6308e-09,7.5954e+08
HERSCHEL_SPIRE_PSW_EXT,photon,AA,2556459.010,2546211.106,2470951.549,46.38730,2.7866e-19,0.060263,34.43742,1.6789e-14,3630.8,21.10000,3.6308e-09,7.8518e+08
HST_ACS_HRC_F220W,photon,AA,2264.293,2255.303,2238.980,20.85275,4.5593e-09,773.55,19.17397,2.14e-08,3630.8,21.10000,3.6308e-09,616.01
HST_ACS_HRC_F250W,photon,AA,2727.105,2715.822,2715.986,21.06891,3.7362e-09,919.21,19.57745,1.4758e-08,3630.8,21.10000,3.6308e-09,893.27
HST_ACS_HRC_F330W,photon,AA,3367.188,3362.711,3359.148,21.21853,3.2553e-09,1227.8,20.04140,9.6259e-09,3630.8,21.10000,3.6308e-09,1369.5
HST_ACS_HRC_F344N,photon,AA,3433.651,3433.574,3433.526,21.23275,3.2129e-09,1263.5,20.08668,9.2327e-09,3630.8,21.10000,3.6308e-09,1427.8
HST_ACS_HRC_F435W,photon,AA,4321.986,4311.005,4312.153,20.48731,6.3838e-09,3957.4,20.58084,5.8568e-09,3630.8,21.10000,3.6308e-09,2250.8
HST_ACS_HRC_F475W,photon,AA,4794.011,4775.753,4702.803,20.70377,5.2299e-09,3978.8,20.80316,4.7724e-09,3630.8,21.10000,3.6308e-09,2762.3
HST_ACS_HRC_F502N,photon,AA,5022.976,5022.864,5022.650,20.82361,4.6833e-09,3941.3,20.91271,4.3144e-09,3630.8,21.10000,3.6308e-09,3055.5
HST_ACS_HRC_F550M,photon,AA,5582.307,5579.838,5568.383,21.16513,3.4194e-09,3551.2,21.14106,3.496e-09,3630.8,21.10000,3.6308e-09,3770.7
HST_ACS_HRC_F555W,photon,AA,5368.001,5355.962,5303.722,21.04222,3.8292e-09,3664.1,21.05214,3.7944e-09,3630.8,21.10000,3.6308e-09,3474.2
HST_ACS_HRC_F606W,photon,AA,5926.128,5887.961,5704.956,21.33703,2.9187e-09,3375.2,21.25777,3.1397e-09,3630.8,21.10000,3.6308e-09,4198.6
HST_ACS_HRC_F625W,photon,AA,6309.239,6295.532,6223.072,21.56327,2.3697e-09,3132.8,21.40311,2.7463e-09,3630.8,21.10000,3.6308e-09,4800
HST_ACS_HRC_F658N,photon,AA,6583.779,6583.561,6585.367,21.87680,1.7753e-09,2566.7,21.50025,2.5113e-09,3630.8,21.10000,3.6308e-09,5249.3
HST_ACS_HRC_F660N,photon,AA,6599.248,6599.052,6599.545,21.78419,1.9334e-09,2808.5,21.50536,2.4995e-09,3630.8,21.10000,3.6308e-09,5274
HST_ACS_HRC_F775W,photon,AA,7677.472,7665.099,7600.813,22.21392,1.3015e-09,2550.6,21.83054,1.8526e-09,3630.8,21.10000,3.6308e-09,7115.7
HST_ACS_HRC_F814W,photon,AA,8146.933,8115.329,7974.260,22.37993,1.1169e-09,2453.7,21.95448,1.6528e-09,3630.8,21.10000,3.6308e-09,7976.1
HST_ACS_HRC_F850LP,photon,AA,9161.579,9145.236,9087.759,22.73539,8.0509e-10,2246,22.21392,1.3015e-09,3630.8,21.10000,3.6308e-09,10129
HST_ACS_HRC_F892N,photon,AA,8916.652,8916.510,8918.337,22.64639,8.7386e-10,2317.5,22.15892,1.3691e-09,3630.8,21.10000,3.6308e-09,9628.7
HST_ACS_WFC_F435W,photon,AA,4327.293,4317.414,4313.630,20.47537,6.4544e-09,4013.1,20.58407,5.8395e-09,3630.8,21.10000,3.6308e-09,2257.5
HST_ACS_WFC_F475W,photon,AA,4763.044,4744.364,4670.596,20.68526,5.3198e-09,3994.2,20.78884,4.8358e-09,3630.8,21.10000,3.6308e-09,2726.1
HST_ACS_WFC_F502N,photon,AA,5023.049,5022.970,5022.703,20.82358,4.6835e-09,3941.6,20.91275,4.3142e-09,3630.8,21.10000,3.6308e-09,3055.6
HST_ACS_WFC_F550M,photon,AA,5583.655,5581.236,5569.805,21.16588,3.417e-09,3550.5,21.14160,3.4943e-09,3630.8,21.10000,3.6308e-09,3772.6
HST_ACS_WFC_F555W,photon,AA,5371.780,5359.569,5306.472,21.04433,3.8218e-09,3661.9,21.05360,3.7893e-09,3630.8,21.10000,3.6308e-09,3478.9
HST_ACS_WFC_F606W,photon,AA,5956.272,5917.682,5731.022,21.35322,2.8755e-09,3358.9,21.26871,3.1083e-09,3630.8,21.10000,3.6308e-09,4241.1
HST_ACS_WFC_F625W,photon,AA,6324.125,6310.463,6238.039,21.57134,2.3521e-09,3124.4,21.40825,2.7334e-09,3630.8,21.10000,3.6308e-09,4822.8
HST_ACS_WFC_F658N,photon,AA,6584.003,6583.910,6585.829,21.87671,1.7755e-09,2567.2,21.50037,2.511e-09,3630.8,21.10000,3.6308e-09,5249.9
HST_ACS_WFC_F660N,photon,AA,6599.449,6599.401,6599.730,21.78412,1.9335e-09,2808.9,21.50547,2.4993e-09,3630.8,21.10000,3.6308e-09,5274.6
HST_ACS_WFC_F775W,photon,AA,7705.440,7693.026,7628.121,22.22629,1.2867e-09,2540.1,21.83843,1.8392e-09,3630.8,21.10000,3.6308e-09,7167.6
HST_ACS_WFC_F814W,photon,AA,8087.369,8059.772,7934.715,22.36316,1.1343e-09,2457.9,21.93956,1.6756e-09,3630.8,21.10000,3.6308e-09,7867.3
HST_ACS_WFC_F850LP,photon,AA,9071.565,9054.795,8997.072,22.71289,8.2195e-10,2247.9,22.19234,1.3276e-09,3630.8,21.10000,3.6308e-09,9929.7
HST_ACS_WFC_F892N,photon,AA,8915.093,8914.870,8915.858,22.64740,8.7305e-10,2314.5,22.15852,1.3696e-09,3630.8,21.10000,3.6308e-09,9625.2
HST_NIC2_F110W,photon,AA,11387.896,11263.781,10598.249,23.39801,4.3732e-10,1850.7,22.66637,8.5793e-10,3630.8,21.10000,3.6308e-09,15366
HST_NIC2_F160W,photon,AA,16120.211,16077.597,15821.974,24.75345,1.2549e-10,1082,23.43905,4.2109e-10,3630.8,21.10000,3.6308e-09,31306
HST_NIC2_F205W,photon,AA,20404.117,20323.591,19824.748,25.65355,5.4775e-11,754.68,23.94795,2.6352e-10,3630.8,21.10000,3.6308e-09,50024
HST_NIC3_F108N,photon,AA,10799.558,10799.444,10798.331,23.25215,5.0019e-10,1945.9,22.57496,9.3329e-10,3630.8,21.10000,3.6308e-09,14125
HST_NIC3_F110W,photon,AA,11031.924,10898.356,10230.561,23.28502,4.8528e-10,1922.6,22.59475,9.1643e-10,3630.8,21.10000,3.6308e-09,14385
HST_NIC3_F113N,photon,AA,11283.723,11283.626,11283.004,23.41717,4.2967e-10,1824.8,22.67019,8.5492e-10,3630.8,21.10000,3.6308e-09,15420
HST_NIC3_F150W,photon,AA,15066.644,14884.411,13818.088,24.40446,1.7307e-10,1279,23.27161,4.9131e-10,3630.8,21.10000,3.6308e-09,26831
HST_NIC3_F160W,photon,AA,15947.108,15904.514,15652.846,24.71269,1.3029e-10,1099.4,23.41555,4.3031e-10,3630.8,21.10000,3.6308e-09,30635
HST_NIC3_F164N,photon,AA,16459.892,16459.777,16461.674,24.88750,1.1092e-10,1002.4,23.49007,4.0177e-10,3630.8,21.10000,3.6308e-09,32812
HST_NIC3_F166N,photon,AA,16582.343,16582.237,16581.809,24.85415,1.1438e-10,1049.1,23.50616,3.9585e-10,3630.8,21.10000,3.6308e-09,33302
HST_NIC3_F175W,photon,AA,17507.431,17213.964,15528.593,24.93579,1.0609e-10,1048.6,23.58735,3.6733e-10,3630.8,21.10000,3.6308e-09,35887
HST_NIC3_F187N,photon,AA,18748.058,18747.933,18746.605,25.41003,6.8547e-11,803.67,23.77272,3.0968e-10,3630.8,21.10000,3.6308e-09,42568
HST_NIC3_F190N,photon,AA,19003.434,19003.329,19002.477,25.39698,6.9376e-11,835.7,23.80210,3.0141e-10,3630.8,21.10000,3.6308e-09,43736
HST_NIC3_F196N,photon,AA,19638.566,19638.412,19638.571,25.53412,6.1144e-11,786.58,23.87348,2.8223e-10,3630.8,21.10000,3.6308e-09,46708
HST_NIC3_F200N,photon,AA,19973.909,19973.726,19973.054,25.59617,5.7747e-11,768.47,23.91024,2.7284e-10,3630.8,21.10000,3.6308e-09,48317
HST_NIC3_F205M,photon,AA,20484.358,20430.689,20099.901,25.68426,5.3247e-11,741.38,23.95936,2.6077e-10,3630.8,21.10000,3.6308e-09,50553
HST_NIC3_F212N,photon,AA,21213.225,21213.026,21212.795,25.84262,4.6021e-11,690.77,24.04096,2.4189e-10,3630.8,21.10000,3.6308e-09,54498
HST_NIC3_F215N,photon,AA,21487.025,21486.865,21485.305,25.90234,4.3558e-11,670.8,24.06881,2.3576e-10,3630.8,21.10000,3.6308e-09,55915
HST_NIC3_F222M,photon,AA,22164.144,22158.276,22124.342,26.02729,3.8822e-11,635.82,24.13563,2.2169e-10,3630.8,21.10000,3.6308e-09,59464
HST_NIC3_F240M,photon,AA,23976.743,23969.074,23918.964,26.33672,2.9195e-11,559.49,24.30620,1.8946e-10,3630.8,21.10000,3.6308e-09,69580
HST_WFC3_F098M,photon,AA,9848.310,9835.126,9772.441,22.93028,6.728e-10,2170.8,22.37185,1.1253e-09,3630.8,21.10000,3.6308e-09,11715
HST_WFC3_F105W,photon,AA,10932.107,10804.376,10350.334,23.22869,5.1112e-10,1990.2,22.57595,9.3244e-10,3630.8,21.10000,3.6308e-09,14138
HST_WFC3_F110W,photon,AA,11672.359,11549.685,10937.071,23.47275,4.0823e-10,1816.4,22.72080,8.1598e-10,3630.8,21.10000,3.6308e-09,16155
HST_WFC3_F125W,photon,AA,12492.676,12462.069,12279.220,23.78352,3.0661e-10,1588.4,22.88590,7.0087e-10,3630.8,21.10000,3.6308e-09,18809
HST_WFC3_F126N,photon,AA,17480.118,17123.233,14666.088,24.87418,1.1229e-10,1098.2,23.57588,3.7124e-10,3630.8,21.10000,3.6308e-09,35510
HST_WFC3_F127M,photon,AA,15862.689,15519.376,13788.497,24.52516,1.5486e-10,1244.1,23.36232,4.5193e-10,3630.8,21.10000,3.6308e-09,29169
HST_WFC3_F128N,photon,AA,17470.378,17142.169,14974.157,24.93289,1.0638e-10,1042.7,23.57828,3.7042e-10,3630.8,21.10000,3.6308e-09,35589
HST_WFC3_F130N,photon,AA,17102.509,16761.080,14772.338,24.80309,1.1989e-10,1123.4,23.52946,3.8745e-10,3630.8,21.10000,3.6308e-09,34024
HST_WFC3_F132N,photon,AA,16494.387,16170.160,14457.535,24.67238,1.3522e-10,1179.4,23.45152,4.1629e-10,3630.8,21.10000,3.6308e-09,31667
HST_WFC3_F139M,photon,AA,13969.601,13935.204,13721.641,24.20886,2.0723e-10,1342.3,23.12851,5.6052e-10,3630.8,21.10000,3.6308e-09,23518
HST_WFC3_F140W,photon,AA,13971.167,13923.744,13638.435,24.20278,2.084e-10,1347.7,23.12673,5.6145e-10,3630.8,21.10000,3.6308e-09,23480
HST_WFC3_F153M,photon,AA,16124.386,16011.334,15152.332,24.72043,1.2937e-10,1106.3,23.43009,4.2459e-10,3630.8,21.10000,3.6308e-09,31048
HST_WFC3_F160W,photon,AA,15432.738,15409.292,15259.779,24.60238,1.4423e-10,1142.3,23.34686,4.5841e-10,3630.8,21.10000,3.6308e-09,28757
HST_WFC3_F164N,photon,AA,17278.477,17181.331,16287.127,25.00582,9.9466e-11,979.41,23.58323,3.6873e-10,3630.8,21.10000,3.6308e-09,35751
HST_WFC3_F167N,photon,AA,16896.495,16840.453,16186.036,24.89312,1.1034e-10,1043.8,23.53972,3.8381e-10,3630.8,21.10000,3.6308e-09,34347
HST_WFC3_F200LP,photon,AA,6343.249,5680.797,4792.177,21.70645,2.0769e-09,2235.7,21.17999,3.3729e-09,3630.8,21.10000,3.6308e-09,3908.4
HST_WFC3_F218W,photon,AA,2189.287,2184.605,2175.985,20.79587,4.8045e-09,764.85,19.10481,2.2807e-08,3630.8,21.10000,3.6308e-09,578
HST_WFC3_F225W,photon,AA,2350.342,2341.720,2326.866,20.91549,4.3033e-09,787.14,19.25562,1.985e-08,3630.8,21.10000,3.6308e-09,664.12
HST_WFC3_F275W,photon,AA,2722.057,2716.876,2717.334,21.06909,3.7356e-09,919.78,19.57830,1.4746e-08,3630.8,21.10000,3.6308e-09,893.96
HST_WFC3_F280N,photon,AA,2855.002,2838.493,2868.178,21.11136,3.593e-09,965.63,19.67339,1.351e-08,3630.8,21.10000,3.6308e-09,975.79
HST_WFC3_F300X,photon,AA,2851.038,2830.991,2843.403,21.07896,3.7018e-09,989.63,19.66764,1.3581e-08,3630.8,21.10000,3.6308e-09,970.64
HST_WFC3_F336W,photon,AA,3366.004,3362.128,3359.213,21.21895,3.254e-09,1227,20.04102,9.6292e-09,3630.8,21.10000,3.6308e-09,1369
HST_WFC3_F343N,photon,AA,3440.265,3439.093,3438.236,21.23926,3.1937e-09,1260,20.09017,9.2031e-09,3630.8,21.10000,3.6308e-09,1432.4
HST_WFC3_F350LP,photon,AA,7187.199,6814.098,5616.011,21.81709,1.8757e-09,2905.1,21.57499,2.3443e-09,3630.8,21.10000,3.6308e-09,5623.4
HST_WFC3_F373N,photon,AA,3730.153,3730.102,3731.284,21.15882,3.4393e-09,1596.2,20.26655,7.8231e-09,3630.8,21.10000,3.6308e-09,1685.1
HST_WFC3_F390M,photon,AA,3895.486,3894.920,3901.944,20.45499,6.5766e-09,3328,20.36044,7.175e-09,3630.8,21.10000,3.6308e-09,1837.3
HST_WFC3_F390W,photon,AA,3916.293,3905.756,3991.523,20.60485,5.7288e-09,2915.1,20.36647,7.1353e-09,3630.8,21.10000,3.6308e-09,1847.5
HST_WFC3_F395N,photon,AA,3954.910,3954.823,3952.091,20.36072,7.1732e-09,3742.4,20.39358,6.9593e-09,3630.8,21.10000,3.6308e-09,1894.2
HST_WFC3_F410M,photon,AA,4112.384,4110.849,4107.527,20.31302,7.4953e-09,4225.1,20.47761,6.4411e-09,3630.8,21.10000,3.6308e-09,2046.6
HST_WFC3_F438W,photon,AA,4324.442,4319.918,4308.497,20.42697,6.7486e-09,4200.9,20.58533,5.8327e-09,3630.8,21.10000,3.6308e-09,2260.1
HST_WFC3_F467M,photon,AA,4683.832,4683.052,4679.988,20.60058,5.7513e-09,4207.3,20.76059,4.9632e-09,3630.8,21.10000,3.6308e-09,2656.1
HST_WFC3_F469N,photon,AA,4688.123,4688.080,4687.977,20.60039,5.7523e-09,4217.1,20.76292,4.9526e-09,3630.8,21.10000,3.6308e-09,2661.8
HST_WFC3_F475W,photon,AA,4780.956,4761.979,4684.430,20.69300,5.282e-09,3995.3,20.79689,4.8001e-09,3630.8,21.10000,3.6308e-09,2746.3
HST_WFC3_F475X,photon,AA,4966.170,4918.554,4751.245,20.81384,4.7257e-09,3813.4,20.86714,4.4993e-09,3630.8,21.10000,3.6308e-09,2929.9
HST_WFC3_F487N,photon,AA,4871.399,4871.355,4873.185,21.02183,3.9018e-09,3088.5,20.84620,4.5869e-09,3630.8,21.10000,3.6308e-09,2873.9
HST_WFC3_F502N,photon,AA,5009.692,5009.624,5009.418,20.81455,4.7226e-09,3953.4,20.90697,4.3372e-09,3630.8,21.10000,3.6308e-09,3039.4
HST_WFC3_F547M,photon,AA,5452.513,5448.569,5429.308,21.08732,3.6734e-09,3637.6,21.08936,3.6665e-09,3630.8,21.10000,3.6308e-09,3595.4
HST_WFC3_F555W,photon,AA,5338.238,5311.384,5188.816,21.00668,3.9566e-09,3723.2,21.03399,3.8584e-09,3630.8,21.10000,3.6308e-09,3416.6
HST_WFC3_F600LP,photon,AA,8548.800,8427.403,7878.312,22.45540,1.0419e-09,2468.3,22.03642,1.5326e-09,3630.8,21.10000,3.6308e-09,8601.4
HST_WFC3_F606W,photon,AA,5946.743,5908.665,5728.067,21.35010,2.8838e-09,3358.3,21.26540,3.1178e-09,3630.8,21.10000,3.6308e-09,4228.2
HST_WFC3_F621M,photon,AA,6221.568,6218.725,6203.222,21.52260,2.4601e-09,3173.5,21.37646,2.8146e-09,3630.8,21.10000,3.6308e-09,4683.6
HST_WFC3_F625W,photon,AA,6272.481,6255.730,6168.596,21.53978,2.4215e-09,3161,21.38934,2.7814e-09,3630.8,21.10000,3.6308e-09,4739.5
HST_WFC3_F631N,photon,AA,6304.859,6304.692,6304.193,21.56401,2.3681e-09,3139.8,21.40627,2.7384e-09,3630.8,21.10000,3.6308e-09,4814
HST_WFC3_F645N,photon,AA,6454.063,6453.914,6453.262,21.64664,2.1945e-09,3049.1,21.45706,2.6132e-09,3630.8,21.10000,3.6308e-09,5044.6
